Address,Unit,MAR,Date,Bedrooms
3026 PICO BLVD,1,0,,0
3026 PICO BLVD,2,0,,0
3026 PICO BLVD,3,0,,0
3026 PICO BLVD,4,0,,0
3101 PICO BLVD,,0,,0
3102 PICO BLVD,101,646,,0
3102 PICO BLVD,102,0,,0
3102 PICO BLVD,104,790,,0
3102 PICO BLVD,105,780,,1
3102 PICO BLVD,106,780,,1
3102 PICO BLVD,107,749,,0
3102 PICO BLVD,108,777,,0
3102 PICO BLVD,109,719,,0
3102 PICO BLVD,110,711,,0
3102 PICO BLVD,111,714,,0
3102 PICO BLVD,112,719,,0
3102 PICO BLVD,114,646,,0
3102 PICO BLVD,115,785,,0
3102 PICO BLVD,116,830,,0
3102 PICO BLVD,117,785,,0
3102 PICO BLVD,118,749,,0
3102 PICO BLVD,119,668,,0
3102 PICO BLVD,120,719,,0
3102 PICO BLVD,121,785,,0
3102 PICO BLVD,122,751,,0
3102 PICO BLVD,123,673,,0
3102 PICO BLVD,124,711,,0
3102 PICO BLVD,125,785,,0
3102 PICO BLVD,126,697,,0
3102 PICO BLVD,127,790,,0
3102 PICO BLVD,128,785,,0
3102 PICO BLVD,129,0,,0
3102 PICO BLVD,130,857,,0
3102 PICO BLVD,131,786,,0
3102 PICO BLVD,132,830,,0
3102 PICO BLVD,133,749,,0
3102 PICO BLVD,134,785,,0
3102 PICO BLVD,135,673,,0
3102 PICO BLVD,136,749,,0
3102 PICO BLVD,137,718,,0
3102 PICO BLVD,138,719,,0
3102 PICO BLVD,139,757,,0
3102 PICO BLVD,140,830,,0
3102 PICO BLVD,141,785,,0
3102 PICO BLVD,142,751,,0
3102 PICO BLVD,143,905,,0
3102 PICO BLVD,144,651,,0
3102 PICO BLVD,145,711,,0
3110 PICO BLVD,1H,1106,,0
3110 PICO BLVD,1Q,1126,,0
3110 PICO BLVD,1R,1015,,0
3110 PICO BLVD,1S,1015,,0
3110 PICO BLVD,1U,1106,,0
3110 PICO BLVD,1V,1015,,0
3110 PICO BLVD,201,903,,0
3110 PICO BLVD,202,1015,,0
3110 PICO BLVD,203,1210,,0
3110 PICO BLVD,204,1106,,0
3110 PICO BLVD,205,1180,,0
3110 PICO BLVD,206,1015,,0
3110 PICO BLVD,207,1015,,0
3110 PICO BLVD,209,1015,,0
3110 PICO BLVD,210,1015,,0
3110 PICO BLVD,211,1015,,0
3110 PICO BLVD,212,1015,,0
3110 PICO BLVD,213,992,,0
3110 PICO BLVD,214,1180,,0
3110 PICO BLVD,218,1015,,0
3120 PICO BLVD,2R,1083,,0
3120 PICO BLVD,2S,992,,0
3120 PICO BLVD,2T,1083,,0
3120 PICO BLVD,2U,1043,,0
3120 PICO BLVD,2V,1024,,0
3120 PICO BLVD,301,1083,,0
3120 PICO BLVD,302,1043,,0
3120 PICO BLVD,303,1043,,0
3120 PICO BLVD,304,999,,0
3120 PICO BLVD,305,1083,,0
3120 PICO BLVD,306,1043,,0
3120 PICO BLVD,307,996,,0
3120 PICO BLVD,308,1083,,0
3120 PICO BLVD,309,1083,,0
3120 PICO BLVD,310,1015,,0
3120 PICO BLVD,311,1083,,0
3120 PICO BLVD,312,1083,,0
3120 PICO BLVD,313,1083,,0
3120 PICO BLVD,314,1083,,0
3120 PICO BLVD,315,1043,,0
3130 PICO BLVD,3A,0,,0
3130 PICO BLVD,3B,0,,0
3130 PICO BLVD,3C,0,,0
3130 PICO BLVD,3D,0,,0
3130 PICO BLVD,3E,0,,0
3130 PICO BLVD,3F,0,,0
3130 PICO BLVD,3G,0,,0
3130 PICO BLVD,3H,0,,0
3130 PICO BLVD,3J,0,,0
3130 PICO BLVD,410,0,,0
3130 PICO BLVD,411,0,,0
3130 PICO BLVD,412,0,,0
3130 PICO BLVD,413,0,,0
3130 PICO BLVD,414,0,,0
3130 PICO BLVD,415,0,,0
3130 PICO BLVD,416,0,,0
3130 PICO BLVD,417,0,,0
3130 PICO BLVD,418,0,,0
3130 PICO BLVD,419,0,,0
3130 PICO BLVD,420,0,,0
3225 PICO BLVD,,639,,2
3229 PICO BLVD,,0,,0
3322 PICO BLVD,1,0,,0
3322 PICO BLVD,2,0,,0
400 PICO BLVD,,0,,0
404 PICO BLVD,,0,,0
406 PICO BLVD,,1149,,2
408 PICO BLVD,,0,,0
420 PICO BLVD,101,1149,,1
420 PICO BLVD,102,1059,,1
420 PICO BLVD,103,775,9/1/2003,1
420 PICO BLVD,104,584,12/19/2017,0
420 PICO BLVD,105,1105,,1
420 PICO BLVD,106,1084,3/15/2015,0
420 PICO BLVD,107,1780,8/7/1999,0
420 PICO BLVD,201,788,10/7/2006,1
420 PICO BLVD,202,972,,1
420 PICO BLVD,203,810,9/1/2001,1
420 PICO BLVD,204,1113,,1
420 PICO BLVD,205,1102,,1
420 PICO BLVD,206,1335,,1
420 PICO BLVD,207,966,,1
420 PICO BLVD,208,662,6/20/2012,0
420 PICO BLVD,209,1224,,0
420 PICO BLVD,301,1482,,1
420 PICO BLVD,302,836,12/1/2009,1
420 PICO BLVD,303,1052,,1
420 PICO BLVD,304,1281,1/24/2017,1
420 PICO BLVD,305,1117,,1
420 PICO BLVD,306,1886,4/19/2000,1
420 PICO BLVD,307,758,11/7/2003,1
420 PICO BLVD,308,913,,0
420 PICO BLVD,309,676,5/26/2021,0
612 PICO BLVD,1,2771,3/1/2023,2
612 PICO BLVD,10,1215,,2
612 PICO BLVD,2,2472,9/1/2017,1
612 PICO BLVD,3,2042,11/1/2014,1
612 PICO BLVD,4,1252,11/1/1999,0
612 PICO BLVD,5,1895,3/1/2024,0
612 PICO BLVD,6,1554,3/18/2006,0
612 PICO BLVD,7,931,,0
612 PICO BLVD,8,1746,6/1/2012,1
612 PICO BLVD,9,1626,2/1/2010,1
618 PICO BLVD,1,1498,1/1/2010,2
618 PICO BLVD,10,2293,7/1/2015,2
618 PICO BLVD,2,2518,5/22/2016,1
618 PICO BLVD,3,2723,8/1/2018,1
618 PICO BLVD,4,2237,11/1/2017,0
618 PICO BLVD,5,1252,12/1/1999,0
618 PICO BLVD,6,1995,9/9/2024,0
618 PICO BLVD,7,1995,9/6/2024,0
618 PICO BLVD,8,2364,6/10/2023,1
618 PICO BLVD,9,2018,8/1/2016,1
624 PICO BLVD,1,2324,7/14/2022,1
624 PICO BLVD,2,884,,1
624 PICO BLVD,3,1132,,2
624 PICO BLVD,4,2838,6/1/2022,2
624 PICO BLVD,5,2578,6/1/2019,1
624 PICO BLVD,6,939,,1
630 PICO BLVD,1,2127,6/1/2021,1
630 PICO BLVD,2,2182,2/1/2021,1
630 PICO BLVD,3,2610,3/15/2014,2
630 PICO BLVD,4,1747,4/1/2022,0
630 PICO BLVD,5,2134,8/16/2015,1
630 PICO BLVD,6,2215,10/7/2022,1
632 PICO BLVD,1,689,,0
632 PICO BLVD,2,1530,9/7/2013,0
632 PICO BLVD,3,2783,7/1/2017,1
632 PICO BLVD,3A,732,,0
632 PICO BLVD,4,1747,6/1/2022,0
632 PICO BLVD,5,1906,4/1/2022,0
632 PICO BLVD,6,768,,2
701 PICO BLVD,,0,,0
844 PICO BLVD,1,0,,0
844 PICO BLVD,2,0,,0
844 PICO BLVD,3,0,,0
844 PICO BLVD,4,0,,0
844 PICO BLVD,5,0,,0
844 PICO BLVD,6,0,,0
844 PICO BLVD,7,0,,0
844 PICO BLVD,8,0,,0
913 PICO BLVD,1,1794,9/18/2021,0
913 PICO BLVD,2,2435,9/2/2021,1
913 PICO BLVD,3,2503,2/1/2021,1
913 PICO BLVD,4,2295,,1
1044 4TH ST,101,1627,,1
1044 4TH ST,102,1126,,1
1044 4TH ST,103,1126,,1
1044 4TH ST,104,1330,,0
1044 4TH ST,105,0,,0
1044 4TH ST,106,1805,,2
1044 4TH ST,107,1523,,4
1044 4TH ST,108,1126,,1
1044 4TH ST,109,1126,,1
1044 4TH ST,110,1040,,1
1044 4TH ST,111,1671,,0
1044 4TH ST,112,1671,,1
1044 4TH ST,113,1662,,1
1044 4TH ST,114,0,,0
1044 4TH ST,115,1637,6/1/2010,1
1625 BRYN MAWR AVE,,1735,,3
1626 BRYN MAWR AVE,A,2683,8/31/2000,1
1626 BRYN MAWR AVE,B,2280,8/1/2000,1
1630 BRYN MAWR AVE,,1168,,3
1631 BRYN MAWR AVE,,0,,0
1656 BRYN MAWR AVE,,2842,,2
1758 BRYN MAWR AVE,UPPER,3002,4/24/2004,2
612 PICO PL,,803,,3
614 PICO PL,,2414,6/1/2003,1
618 PICO PL,,456,,1
620 PICO PL,,1843,6/1/2003,0
615 PICO PL,,6502,6/15/2020,3
621 PICO PL,,543,,1
625 PICO PL,,622,,2
625 PICO PL,A,639,,2
625 PICO PL,B,456,,0
626 PICO PL,,3120,6/1/2004,1
626 PICO PL,1/2,2743,3/1/2022,0
644 PIER AVE,1,3971,1/1/2023,2
644 PIER AVE,2,4971,11/5/2022,3
644 PIER AVE,3,3971,11/15/2022,2
644 PIER AVE,4,3215,10/1/2019,3
1001 PIER AVE,A,2040,,3
1001 PIER AVE,B,1227,,2
1001 PIER AVE,C,1227,,2
1002 PIER AVE,,0,,2
1002 PIER AVE,A,1886,,2
1014 PIER AVE,,1977,,2
1014 PIER AVE,1/2,1996,2/1/2003,3
1015 PIER AVE,FRONT,0,,2
1015 PIER AVE,REAR,0,,1
1024 PIER AVE,1,2297,,3
1024 PIER AVE,2,1030,,2
1024 PIER AVE,3,2068,,3
1024 PIER AVE,4,1280,,2
1714 PIER AVE,,1402,,4
1735 PIER AVE,,0,,0
2221 PIER AVE,,0,,0
2408 PIER AVE,,1227,,7
3001 4TH ST,,2253,5/1/2004,1
3003 4TH ST,,2895,12/2/2023,2
3005 4TH ST,,3413,9/15/2020,2
3007 4TH ST,,3426,3/23/2023,1
3009 4TH ST,,2018,4/16/2021,0
402 PIER AVE,,2495,9/1/2024,0
404 PIER AVE,,3113,11/13/2020,1
406 PIER AVE,,860,,1
408 PIER AVE,,2474,2/5/2019,1
410 PIER AVE,,2291,5/16/2021,1
412 PIER AVE,,2963,10/24/2020,1
414 PIER AVE,,1161,,2
416 PIER AVE,,850,,2
418 PIER AVE,101,3895,8/10/2024,2
418 PIER AVE,102,3408,11/1/2020,2
418 PIER AVE,103,1898,11/1/2010,1
418 PIER AVE,104,985,,1
418 PIER AVE,105,1159,,1
418 PIER AVE,106,2536,9/1/2021,1
418 PIER AVE,107,1512,,2
418 PIER AVE,108,2938,3/1/2022,1
418 PIER AVE,109,2826,5/13/2023,1
418 PIER AVE,110,4171,11/1/2022,2
418 PIER AVE,111,2503,4/1/2021,1
418 PIER AVE,112,4138,7/16/2022,2
418 PIER AVE,113,3463,5/13/2021,2
418 PIER AVE,201,1334,,2
418 PIER AVE,202,1316,,2
418 PIER AVE,203,2752,6/5/2020,1
418 PIER AVE,204,3895,1/20/2024,2
418 PIER AVE,205,3021,2/25/2023,1
418 PIER AVE,206,1742,6/1/2011,1
418 PIER AVE,207,1149,,2
418 PIER AVE,208,2503,5/28/2021,1
418 PIER AVE,209,1124,,1
418 PIER AVE,210,3725,9/1/2020,2
418 PIER AVE,211,2503,3/13/2021,1
418 PIER AVE,212,1064,,2
418 PIER AVE,213,3463,7/10/2021,2
423 PIER AVE,1,1137,,2
423 PIER AVE,2,1244,,2
423 PIER AVE,3,943,,1
423 PIER AVE,4,1426,,2
423 PIER AVE,5,912,,2
423 PIER AVE,6,1209,,2
423 PIER AVE,7,1297,,2
427 PIER AVE,,0,,0
435 PIER AVE,,6643,11/1/2021,2
435 PIER AVE,A,1531,3/15/2002,1
435 PIER AVE,B,2154,7/1/1999,1
501 PIER AVE,,5850,12/1/2023,1
501 PIER AVE,503A,5502,6/28/2020,1
503 PIER AVE,,6113,9/1/2020,1
511 PIER AVE,1,1149,,1
511 PIER AVE,2,2838,3/14/2022,1
511 PIER AVE,3,1168,,1
511 PIER AVE,4,1130,7/1/2010,0
511 PIER AVE,5,1168,,1
511 PIER AVE,6,2570,10/1/2022,1
511 PIER AVE,7,1168,,1
511 PIER AVE,8,3476,9/1/2022,2
514 PIER AVE,,0,,2
514 PIER AVE,A,1583,,1
514 PIER AVE,B,1586,7/1/2015,1
514 PIER AVE,C,2040,,2
515 PIER AVE,1,4000,1/15/2024,2
515 PIER AVE,2,4000,1/22/2024,2
515 PIER AVE,3,3103,4/15/2015,2
515 PIER AVE,4,4150,1/23/2024,2
517 PIER AVE,1,4243,7/31/2022,2
517 PIER AVE,2,3513,5/20/2021,2
517 PIER AVE,3,985,,2
517 PIER AVE,4,1316,,2
526 PIER AVE,1,2847,2/1/2020,2
526 PIER AVE,2,1149,,2
526 PIER AVE,3,2153,1/19/2008,2
526 PIER AVE,4,1030,,2
526 PIER AVE,5,2399,5/1/2021,2
526 PIER AVE,6,1113,,2
538 PIER AVE,1,2963,3/5/2021,2
538 PIER AVE,2,1183,,3
538 PIER AVE,3,1550,,3
538 PIER AVE,4,1303,,3
538 PIER AVE,5,1057,12/15/2024,3
538 PIER AVE,6,3043,10/23/2021,2
602 PIER AVE,1,2893,4/15/2022,2
602 PIER AVE,2,2976,4/29/2023,2
602 PIER AVE,3,3043,6/1/2022,2
602 PIER AVE,4,1350,,3
602 PIER AVE,5,1339,,3
602 PIER AVE,6,1350,,3
610 PIER AVE,A,3128,4/16/2018,1
610 PIER AVE,B,2248,4/1/2019,1
610 PIER AVE,C,3828,3/1/2018,2
625 PIER AVE,1,4071,7/1/2023,2
625 PIER AVE,2,3071,8/1/2023,1
625 PIER AVE,3,6651,7/1/2023,4
625 PIER AVE,4,5788,,4
630 PIER AVE,,0,,2
631 PIER AVE,1,4268,3/1/2022,2
631 PIER AVE,2,2454,5/20/2021,0
631 PIER AVE,3,3826,7/15/2023,1
631 PIER AVE,4,5576,5/15/2023,3
634 PIER AVE,A,0,,2
634 PIER AVE,B,1886,,2
638 PIER AVE,B,1316,,2
638 PIER AVE,A,1316,,2
638 PIER AVE,D,1227,,2
638 PIER AVE,C,1227,,2
639 PIER AVE,,0,,4
639 PIER AVE,1/2,1244,,2
647 PIER AVE,A,0,,0
647 PIER AVE,B,0,,0
647 PIER AVE,C,0,,0
648 PIER AVE,,5600,4/1/2022,2
650 PIER AVE,,3533,7/1/2015,2
653 PIER AVE,A,1389,,2
653 PIER AVE,B,660,,1
653 PIER AVE,C,2602,1/1/2020,1
653 PIER AVE,D,2194,5/6/2015,2
653 PIER AVE,E,2193,9/6/2018,1
653 PIER AVE,F,2193,9/6/2018,1
701 PIER AVE,,263,,2
702 PIER AVE,1,3302,2/15/2020,2
702 PIER AVE,2,2334,5/15/2010,1
702 PIER AVE,3,3600,3/15/2024,2
702 PIER AVE,4,2753,7/15/2015,1
707 PIER AVE,,1316,,3
710 PIER AVE,1,3728,6/3/2016,2
710 PIER AVE,2,3838,5/6/2022,2
710 PIER AVE,3,2811,8/1/1999,2
710 PIER AVE,4,3877,1/1/2020,2
711 PIER AVE,,0,,0
711 PIER AVE,1/2,846,,0
714 PIER AVE,1,2779,2/1/2019,2
714 PIER AVE,2,1149,,2
714 PIER AVE,3,2153,9/17/2010,2
714 PIER AVE,4,913,,2
720 PIER AVE,E,176,,0
720 PIER AVE,A,854,,2
720 PIER AVE,B,1316,,2
720 PIER AVE,C,868,,2
720 PIER AVE,D,868,,2
722 PIER AVE,1,4800,9/14/2024,2
722 PIER AVE,2,4115,6/1/2024,2
722 PIER AVE,3,3653,9/1/2004,2
722 PIER AVE,4,4995,10/18/2024,2
726 PIER AVE,,2067,3/1/2001,1
726 PIER AVE,A,1866,8/16/2009,1
726 PIER AVE,B,2408,4/1/2016,1
727 PIER AVE,A,0,,0
727 PIER AVE,B,1064,,2
733 PIER AVE,A,2943,8/1/2022,1
733 PIER AVE,B,2950,5/15/2024,1
733 PIER AVE,C,2826,8/1/2023,1
733 PIER AVE,D,3863,10/1/2020,2
734 PIER AVE,,2195,,2
734 PIER AVE,A,819,,0
734 PIER AVE,B,928,,0
734 PIER AVE,C,3171,,0
738 PIER AVE,1,846,,2
738 PIER AVE,2,913,,2
738 PIER AVE,3,913,,2
738 PIER AVE,4,913,,2
744 PIER AVE,1,1898,3/1/2011,1
744 PIER AVE,2,4034,6/1/2019,2
744 PIER AVE,3,3343,6/29/2022,2
744 PIER AVE,4,2536,5/6/2022,1
744 PIER AVE,5,1707,6/21/2015,0
748 PIER AVE,,1064,,2
750 PIER AVE,,1064,,2
750 PIER AVE,1/2,1064,,2
752 PIER AVE,,1168,,1
754 PIER AVE,,1022,,1
756 PIER AVE,1,506,,2
756 PIER AVE,2,574,,1
756 PIER AVE,3,533,,2
756 PIER AVE,4,2012,4/2/2022,1
756 PIER AVE,5,506,,2
756 PIER AVE,6,1646,3/15/2015,1
757 PIER AVE,,0,,0
813 PIER AVE,,2346,,2
817 PIER AVE,,621,7/30/1999,1
817 PIER AVE,B,1155,,2
820 PIER AVE,1,3743,11/15/2006,3
820 PIER AVE,2,2963,7/15/2021,2
820 PIER AVE,3,3178,5/15/2018,2
820 PIER AVE,4,3063,6/11/2021,2
820 PIER AVE,5,3050,5/1/2024,2
820 PIER AVE,6,3095,4/7/2024,2
820 PIER AVE,7,3271,7/15/2023,2
823 PIER AVE,,1996,,3
823 PIER AVE,1/2,975,3/1/2018,1
831 PIER AVE,A,1149,,2
831 PIER AVE,B,1402,,2
831 PIER AVE,C,1128,,2
932 PIER AVE,A,3534,8/15/2019,1
932 PIER AVE,B,2536,1/1/2022,1
932 PIER AVE,C,3008,10/15/2020,2
2315 KANSAS AVE,A,1678,1/11/2017,1
2315 KANSAS AVE,B,728,,1
2315 KANSAS AVE,C,1091,9/1/1999,0
2315 KANSAS AVE,D,877,,1
2315 KANSAS AVE,E,1394,,2
2325 KANSAS AVE,1,1019,,1
2325 KANSAS AVE,2,966,,1
2325 KANSAS AVE,3,1525,10/1/2002,1
2325 KANSAS AVE,4,1575,7/15/2002,1
2325 KANSAS AVE,5,1501,,1
2325 KANSAS AVE,6,1063,,1
2325 KANSAS AVE,7,1597,,1
2325 KANSAS AVE,8,1062,,1
2325 KANSAS AVE,9,1597,,1
2325 KANSAS AVE,10,1063,,1
2325 KANSAS AVE,11,1375,,2
2325 KANSAS AVE,12,1597,,1
2325 KANSAS AVE,13,1501,1/28/1999,1
2325 KANSAS AVE,14,1575,7/15/2002,1
2325 KANSAS AVE,15,1007,,1
2325 KANSAS AVE,16,1525,2/15/2003,1
2325 KANSAS AVE,17,1015,,1
2325 KANSAS AVE,18,1525,11/16/2002,1
2325 KANSAS AVE,19,1525,1/1/2003,1
2325 KANSAS AVE,20,1541,,1
2325 KANSAS AVE,21,1597,,1
2325 KANSAS AVE,22,2038,,2
2329 KANSAS AVE,1,966,,1
2329 KANSAS AVE,2,1501,,1
2329 KANSAS AVE,3,981,,1
2329 KANSAS AVE,4,1597,,1
2329 KANSAS AVE,5,1501,,1
2329 KANSAS AVE,6,1582,,1
2329 KANSAS AVE,7,966,,1
2329 KANSAS AVE,8,1575,8/1/2002,1
2329 KANSAS AVE,9,1965,,2
2345 KANSAS AVE,1,2150,5/1/2024,1
2345 KANSAS AVE,10,2045,5/10/2021,1
2345 KANSAS AVE,11,2400,4/18/2010,2
2345 KANSAS AVE,12,2150,4/7/2024,1
2345 KANSAS AVE,13,2150,5/1/2024,1
2345 KANSAS AVE,14,2137,3/10/2023,1
2345 KANSAS AVE,15,2018,5/1/2021,1
2345 KANSAS AVE,16,2095,5/15/2024,1
2345 KANSAS AVE,17,2369,8/12/2023,1
2345 KANSAS AVE,18,965,8/1/1999,1
2345 KANSAS AVE,19,913,,1
2345 KANSAS AVE,2,1968,2/16/2016,1
2345 KANSAS AVE,20,854,,1
2345 KANSAS AVE,21,2065,9/1/2021,1
2345 KANSAS AVE,22,3571,4/20/2023,2
2345 KANSAS AVE,3,2045,5/20/2021,1
2345 KANSAS AVE,4,2150,3/15/2024,1
2345 KANSAS AVE,5,2150,7/1/2024,1
2345 KANSAS AVE,6,2208,8/1/2021,1
2345 KANSAS AVE,7,884,,1
2345 KANSAS AVE,8,2113,9/15/2021,1
2345 KANSAS AVE,9,2176,9/1/2020,1
2351 KANSAS AVE,1,2095,3/1/2024,1
2351 KANSAS AVE,2,1860,5/5/2009,1
2351 KANSAS AVE,3,2100,7/1/2024,1
2351 KANSAS AVE,4,2266,11/1/2022,1
2351 KANSAS AVE,5,932,,1
2351 KANSAS AVE,6,721,,1
2351 KANSAS AVE,7,2018,2/5/2021,1
2351 KANSAS AVE,8,854,,1
2351 KANSAS AVE,9,2727,10/19/2007,2
2404 KANSAS AVE,,1213,5/7/2009,1
2404 KANSAS AVE,A,799,1/22/2005,1
2404 KANSAS AVE,B,1501,5/1/2000,1
2404 KANSAS AVE,C,913,,1
2406 KANSAS AVE,,913,,1
2408 KANSAS AVE,,1429,1/21/2022,1
2410 KANSAS AVE,,1318,,1
2410 KANSAS AVE,A,1174,6/1/2022,1
2410 KANSAS AVE,B,1001,5/1/2014,1
2410 KANSAS AVE,C,844,3/10/2006,1
2428 KANSAS AVE,A,729,,2
2428 KANSAS AVE,B,2068,2/1/2013,2
2428 KANSAS AVE,C,2277,2/1/2010,2
2428 KANSAS AVE,D,3373,1/8/2022,2
2428 KANSAS AVE,E,2822,4/16/2020,2
2428 KANSAS AVE,F,868,,2
2428 KANSAS AVE,G,4576,8/1/2023,2
2434 KANSAS AVE,A,799,,3
2434 KANSAS AVE,B,3343,9/1/2021,3
2434 KANSAS AVE,C,747,1/1/2012,1
2434 KANSAS AVE,D,2118,10/1/2021,2
2434 KANSAS AVE,E,1481,10/1/2007,1
2434 KANSAS AVE,F,1687,10/1/2018,1
2434 KANSAS AVE,G,1536,5/1/2017,1
2508 KANSAS AVE,A,913,,2
2508 KANSAS AVE,B,2382,11/18/2021,2
2508 KANSAS AVE,C,2303,4/1/2022,2
2508 KANSAS AVE,D,2046,2/1/2016,1
2508 KANSAS AVE,E,2536,7/15/2022,2
2508 KANSAS AVE,F,2095,9/2/2023,1
2512 KANSAS AVE,A,4143,8/1/2022,3
2512 KANSAS AVE,B,4371,7/1/2023,3
2512 KANSAS AVE,C,4343,7/15/2022,3
2512 KANSAS AVE,D,4343,11/15/2021,3
2512 KANSAS AVE,E,1296,,3
2512 KANSAS AVE,F,2324,6/8/2002,3
2512 KANSAS AVE,G,4276,9/9/2022,3
2512 KANSAS AVE,H,3371,5/19/2023,1
2518 KANSAS AVE,1,2246,5/1/2006,2
2518 KANSAS AVE,2,2623,6/1/2016,2
2518 KANSAS AVE,3,1838,1/1/2003,2
2518 KANSAS AVE,4,2067,7/20/2007,2
2518 KANSAS AVE,5,2683,6/1/2017,2
2518 KANSAS AVE,6,2582,12/1/2016,2
2518 KANSAS AVE,7,2577,12/1/2015,2
2518 KANSAS AVE,8,2431,2/1/2015,2
2522 KANSAS AVE,1,3576,8/1/2023,2
2522 KANSAS AVE,2,1988,8/1/2023,1
2522 KANSAS AVE,3,768,,1
2522 KANSAS AVE,4,884,,1
2522 KANSAS AVE,5,1762,11/1/2009,1
2522 KANSAS AVE,6,1395,4/15/2005,1
2522 KANSAS AVE,7,1379,6/1/2006,1
2522 KANSAS AVE,8,1018,,1
2522 KANSAS AVE,9,1988,8/1/2023,1
2525 KANSAS AVE,1,768,,1
2525 KANSAS AVE,2,1149,3/1/2018,1
2525 KANSAS AVE,3,2265,10/1/2020,2
2525 KANSAS AVE,4,696,7/5/2024,1
2525 KANSAS AVE,5,1956,5/30/2024,1
2525 KANSAS AVE,6,1575,2/8/2014,2
2525 KANSAS AVE,A,1603,12/20/2011,2
2525 KANSAS AVE,B,868,,2
2525 KANSAS AVE,C,239,7/6/2005,2
2525 KANSAS AVE,D,913,,2
2531 KANSAS AVE,1,1529,9/29/2001,2
2531 KANSAS AVE,2,1064,,2
2531 KANSAS AVE,3,937,,2
2531 KANSAS AVE,4,1149,,2
2531 KANSAS AVE,5,1797,2/5/2005,2
2531 KANSAS AVE,6,937,,2
2531 KANSAS AVE,7,1485,9/13/2018,2
2531 KANSAS AVE,8,982,12/1/2000,2
2531 KANSAS AVE,9,1708,6/27/2018,1
2533 KANSAS AVE,,913,,3
2530 KANSAS AVE,A,2763,6/1/2021,2
2530 KANSAS AVE,B,2693,1/8/2022,2
2530 KANSAS AVE,C,3034,8/8/2019,2
2530 KANSAS AVE,D,2693,10/12/2021,2
2530 KANSAS AVE,E,2350,5/1/2024,1
2530 KANSAS AVE,F,2127,4/15/2021,1
2530 KANSAS AVE,G,2250,5/1/2024,1
2530 KANSAS AVE,H,2541,8/1/2022,1
2530 KANSAS AVE,J,2978,6/11/2018,2
2530 KANSAS AVE,K,2878,3/15/2016,2
2530 KANSAS AVE,L,1469,,2
2530 KANSAS AVE,M,1762,,2
2535 KANSAS AVE,101,942,,2
2535 KANSAS AVE,102,2095,11/4/2024,1
2535 KANSAS AVE,103,1569,5/1/2009,1
2535 KANSAS AVE,104,1800,1/2/2015,1
2535 KANSAS AVE,105,2250,7/29/2024,1
2535 KANSAS AVE,106,2222,6/1/2017,2
2535 KANSAS AVE,107,3026,8/16/2023,2
2535 KANSAS AVE,108,2250,7/12/2024,1
2535 KANSAS AVE,109,2201,8/1/2017,1
2535 KANSAS AVE,110,1278,,1
2535 KANSAS AVE,111,2250,10/11/2024,1
2535 KANSAS AVE,200,1995,8/5/2024,0
2535 KANSAS AVE,201,2195,10/28/2024,1
2535 KANSAS AVE,202,1958,10/31/2020,1
2535 KANSAS AVE,203,2012,5/5/2021,1
2535 KANSAS AVE,204,2150,2/9/2024,1
2535 KANSAS AVE,205,2295,12/15/2017,2
2535 KANSAS AVE,206,1576,,2
2535 KANSAS AVE,207,2036,3/1/2005,2
2535 KANSAS AVE,208,1592,2/1/2014,1
2535 KANSAS AVE,209,2500,12/27/2023,0
2535 KANSAS AVE,210,2025,12/28/2023,1
2535 KANSAS AVE,211,2199,8/16/2024,0
2535 KANSAS AVE,212,1052,,2
2546 KANSAS AVE,101,2375,1/1/2024,2
2546 KANSAS AVE,102,1227,,2
2546 KANSAS AVE,103,1394,,2
2546 KANSAS AVE,104,2392,7/29/2005,3
2546 KANSAS AVE,105,1019,,2
2546 KANSAS AVE,206,1206,,2
2546 KANSAS AVE,207,2467,9/29/2022,2
2546 KANSAS AVE,208,1030,,2
2546 KANSAS AVE,209,1127,,2
2546 KANSAS AVE,210,1989,6/1/2012,2
2546 KANSAS AVE,211,1019,,2
2546 KANSAS AVE,212,985,,2
2546 KANSAS AVE,213,2356,9/10/2021,2
2614 KANSAS AVE,A,929,,2
2614 KANSAS AVE,B,1354,1/1/2015,1
2614 KANSAS AVE,C,3613,3/6/2021,1
2614 KANSAS AVE,D,3450,5/20/2024,2
2614 KANSAS AVE,E,3108,2/27/2021,1
2614 KANSAS AVE,F,3788,8/25/2022,2
2614 KANSAS AVE,G,3443,10/1/2021,2
2620 KANSAS AVE,A,3528,6/1/2018,2
2620 KANSAS AVE,B,2385,4/1/2009,1
2620 KANSAS AVE,C,2275,9/1/2010,1
2624 KANSAS AVE,1,1093,,2
2624 KANSAS AVE,2,1093,,2
2624 KANSAS AVE,3,1161,,2
2624 KANSAS AVE,4,1208,,2
2624 KANSAS AVE,5,1093,,2
2624 KANSAS AVE,6,1093,,2
2624 KANSAS AVE,7,1073,,2
2624 KANSAS AVE,8,1124,,2
2624 KANSAS AVE,9,1073,,2
2624 KANSAS AVE,10,1161,,2
2624 KANSAS AVE,11,1093,,2
2624 KANSAS AVE,12,1350,,3
2624 KANSAS AVE,13,1314,,3
2624 KANSAS AVE,14,1615,,2
2625 KANSAS AVE,1,1113,,2
2625 KANSAS AVE,10,972,,1
2625 KANSAS AVE,11,972,,1
2625 KANSAS AVE,12,973,8/1/1999,1
2625 KANSAS AVE,12A,1385,12/3/2005,1
2625 KANSAS AVE,14,972,,1
